1
100 4950
23 84 22290
23 85 31339
23 86 23154
23 87 24604
23 88 4623
23 89 22225
23 90 20078
23 91 21724
23 92 31981
23 93 2330
23 94 29733
23 95 28223
23 96 20594
23 97 29130
23 98 18846
23 99 4987
23 100 29445
24 25 18805
24 26 8616
24 27 5750
24 28 20489
24 29 27338
24 30 21963
24 31 28135
24 32 14697
24 33 32209
24 34 21630
24 35 23224
24 36 1908
24 37 26737
24 38 24474
24 39 31920
24 40 27372
24 41 10293
24 42 3855
24 43 6734
24 44 9561
24 45 31056
24 46 27606
24 47 8184
24 48 7075
24 49 28382
24 50 14119
24 51 6741
24 52 30432
24 53 24684
24 54 12779
24 55 12279
24 56 18283
24 57 20667
24 58 30836
24 59 24125
24 60 24118
24 61 12737
24 62 18028
24 63 32119
24 64 20577
24 65 10737
24 66 14091
24 67 20556
24 68 22795
24 69 16060
24 70 21901
24 71 8793
24 72 3432
24 73 2136
24 74 4580
24 75 14875
24 76 5907
24 77 21184
24 78 28074
24 79 8719
24 80 26790
24 81 20476
24 82 30041
24 83 3351
24 84 8329
24 85 16290
24 86 22974
24 87 23072
24 88 3591
24 89 12189
24 90 15787
24 91 31490
24 92 3239
24 93 14893
24 94 3053
24 95 17063
24 96 10681
24 97 25903
24 98 27005
24 99 24176
24 100 18479
25 26 1695
25 27 6139
25 28 32468
25 29 13998
25 30 21083
25 31 23639
25 32 29515
25 33 27621
25 34 29993
25 35 15826
25 36 15722
25 37 23838
25 38 24828
25 39 12581
25 40 24399
25 41 8978
25 42 11891
25 43 1023
25 44 26943
25 45 24834
25 46 14243
25 47 7349
25 48 2702
25 49 8707
25 50 20502
25 51 25141
25 52 10687
25 53 8346
25 54 15891
25 55 24637
25 56 18413
25 57 11400
25 58 22816
25 59 31690
25 60 13162
25 61 8935
25 62 29126
25 63 19410
25 64 19877
25 65 11382
25 66 26260
25 67 27189
25 68 26705
25 69 13874
25 70 2663
25 71 20722
25 72 32195
25 73 22566
25 74 16360
25 75 6038
25 76 18588
25 77 7811
25 78 28245
25 79 9467
25 80 32425
25 81 26867
25 82 13189
25 83 10542
25 84 13063
25 85 21547
25 86 30502
25 87 29617
25 88 9099
25 89 25023
25 90 17226
25 91 31203
25 92 30048
25 93 21051
25 94 1570
25 95 8636
25 96 9458
25 97 25967
25 98 8456
25 99 9405
25 100 11531
26 27 29962
26 28 26819
26 29 7975
26 30 10556
26 31 7531
26 32 31495
26 33 8044
26 34 30591
26 35 26803
26 36 3388
26 37 18915
26 38 7450
26 39 12319
26 40 6272
26 41 25791
26 42 29383
26 43 10133
26 44 1775
26 45 24642
26 46 23569
26 47 18300
26 48 17954
26 49 12078
26 50 3585
26 51 2257
26 52 25333
26 53 893
26 54 10490
26 55 10103
26 56 4750
26 57 17233
26 58 10722
26 59 24271
26 60 19611
26 61 18990
26 62 30338
26 63 21641
26 64 23258
26 65 19047
26 66 2352
26 67 9658
26 68 479
26 69 25302
26 70 32683
26 71 18990
26 72 10002
26 73 15568
26 74 4422
26 75 16895
26 76 6135
26 77 18008
26 78 12361
26 79 16742
26 80 22194
26 81 23699
26 82 23188
26 83 20178
26 84 4042
26 85 31357
26 86 23941
26 87 1847
26 88 7469
26 89 16345
26 90 4380
26 91 31913
26 92 14964
26 93 25710
26 94 20061
26 95 25385
26 96 20073
26 97 27504
26 98 9462
26 99 32703
26 100 28102
27 28 11069
27 29 5154
27 30 3529
27 31 31552
27 32 32074
27 33 19149
27 34 3730
27 35 2244
27 36 10844
27 37 13049
27 38 14118
27 39 24065
27 40 26363
27 41 19552
27 42 28773
27 43 18470
27 44 29731
27 45 6747
27 46 7511
27 47 5869
27 48 14398
27 49 10498
27 50 7103
27 51 27352
27 52 25679
27 53 28053
27 54 13043
27 55 14522
27 56 31088
27 57 1563
27 58 25834
27 59 9850
27 60 17022
27 61 7240
27 62 21911
27 63 9492
27 64 5651
27 65 28580
27 66 15477
27 67 27616
27 68 29876
27 69 19178
27 70 5220
27 71 14615
27 72 22348
27 73 26798
27 74 32179
27 75 31635
27 76 16857
27 77 2883
27 78 1662
27 79 18902
27 80 28262
27 81 19420
27 82 19770
27 83 19022
27 84 9273
27 85 25841
27 86 12686
27 87 28888
27 88 3917
27 89 31717
27 90 1892
27 91 13698
27 92 11267
27 93 11749
27 94 65
27 95 10389
27 96 6932
27 97 25619
27 98 16081
27 99 2003
27 100 29130
28 29 13028
28 30 18631
28 31 14589
28 32 23152
28 33 18630
28 34 19172
28 35 19864
28 36 6407
28 37 12295
28 38 25428
28 39 29681
28 40 18490
28 41 26610
28 42 26177
28 43 31071
28 44 25236
28 45 6459
28 46 20643
28 47 16840
28 48 27633
28 49 27037
28 50 23893
28 51 22630
28 52 20274
28 53 12993
28 54 28782
28 55 32203
28 56 17461
28 57 8290
28 58 19662
28 59 22307
28 60 20997
28 61 31151
28 62 18423
28 63 8890
28 64 16717
28 65 6640
28 66 28703
28 67 5566
28 68 4883
28 69 23661
28 70 22659
28 71 18245
28 72 20386
28 73 32651
28 74 32765
28 75 19601
28 76 16840
28 77 17209
28 78 1497
28 79 27283
28 80 29250
28 81 18058
28 82 8421
28 83 175
28 84 30581
28 85 26787
28 86 3271
28 87 4287
28 88 27999
28 89 12504
28 90 24979
28 91 2138
28 92 10700
28 93 530
28 94 2461
28 95 12118
28 96 205
28 97 7540
28 98 18828
28 99 24459
28 100 11622
29 30 14398
29 31 3760
29 32 27098
29 33 12935
29 34 10481
29 35 30614
29 36 19567
29 37 18493
29 38 28596
29 39 19161
29 40 7746
29 41 10538
29 42 7670
29 43 20538
29 44 21476
29 45 21555
29 46 24917
29 47 16371
29 48 16760
29 49 5752
29 50 13758
29 51 15433
29 52 32255
29 53 29065
29 54 726
29 55 2401
29 56 3034
29 57 12759
29 58 10393
29 59 30548
29 60 27273
29 61 18792
29 62 16193
29 63 12933
29 64 30137
29 65 17103
29 66 3690
29 67 28211
29 68 13694
29 69 24668
29 70 32627
29 71 7498
29 72 989
29 73 15248
29 74 3879
29 75 11647
29 76 11149
29 77 30931
29 78 669
29 79 30875
29 80 25598
29 81 25449
29 82 25436
29 83 24599
29 84 20123
29 85 1443
29 86 1731
29 87 18154
29 88 22861
29 89 4434
29 90 9385
29 91 23967
29 92 10816
29 93 11393
29 94 16704
29 95 29866
29 96 30953
29 97 30308
29 98 28223
29 99 18684
29 100 30792
30 31 22667
30 32 10048
30 33 32469
30 34 13930
30 35 30811
30 36 19814
30 37 16090
30 38 5427
30 39 23743
30 40 1604
30 41 10599
30 42 16474
30 43 7195
30 44 506
30 45 5158
30 46 17589
30 47 9858
30 48 27809
30 49 17889
30 50 11447
30 51 40
30 52 3818
30 53 9364
30 54 17975
30 55 26
30 56 25089
30 57 2503
30 58 30066
30 59 26412
30 60 6840
30 61 12570
30 62 14676
30 63 25395
30 64 28641
30 65 29986
30 66 17651
30 67 21109
30 68 8187
30 69 20083
30 70 21085
30 71 23390
30 72 31250
30 73 18686
30 74 4755
30 75 11381
30 76 28128
30 77 25502
30 78 24277
30 79 30862
30 80 26424
30 81 3565
30 82 3872
30 83 832
30 84 30885
30 85 14428
30 86 6646
30 87 20889
30 88 6478
30 89 10883
30 90 24925
30 91 21265
30 92 31260
30 93 5045
30 94 20778
30 95 5821
30 96 13855
30 97 2520
30 98 12927
30 99 24773
30 100 25134
31 32 27251
31 33 22675
31 34 13336
31 35 16334
31 36 21001
31 37 2737
31 38 9310
31 39 5974
31 40 7590
31 41 20356
31 42 1071
31 43 32080
31 44 10935
31 45 32145
31 46 17282
31 47 1825
31 48 18718
31 49 13573
31 50 4712
31 51 13037
31 52 4998
31 53 9905
31 54 7162
31 55 1717
31 56 8692
31 57 19539
31 58 28047
31 59 10946
31 60 19103
31 61 30231
31 62 24115
31 63 839
31 64 25858
31 65 20829
31 66 2645
31 67 3394
31 68 17199
31 69 19645
31 70 14272
31 71 675
31 72 21862
31 73 32072
31 74 13773
31 75 2480
31 76 11238
31 77 26897
31 78 3542
31 79 29608
31 80 19203
31 81 23277
31 82 6125
31 83 20134
31 84 1401
31 85 9078
31 86 18382
31 87 20169
31 88 20736
31 89 27478
31 90 17939
31 91 21138
31 92 18721
31 93 31426
31 94 10663
31 95 1677
31 96 21575
31 97 6724
31 98 25981
31 99 27700
31 100 7961
32 33 28862
32 34 16002
32 35 18448
32 36 25095
32 37 684
32 38 24016
32 39 15137
32 40 9507
32 41 13993
32 42 21284
32 43 2944
32 44 30259
32 45 821
32 46 7058
32 47 24643
32 48 17668
32 49 10677
32 50 119
32 51 29857
32 52 23041
32 53 8891
32 54 25264
32 55 1623
32 56 6915
32 57 8072
32 58 17929
32 59 841
32 60 4715
32 61 17615
32 62 12536
32 63 14957
32 64 27759
32 65 700
32 66 13452
32 67 5093
32 68 24241
32 69 11829
32 70 12448
32 71 5227
32 72 11798
32 73 16224
32 74 10324
32 75 12274
32 76 18133
32 77 22885
32 78 15038
32 79 12170
32 80 6862
32 81 32629
32 82 5084
32 83 11909
32 84 14878
32 85 6923
32 86 27085
32 87 29400
32 88 23024
32 89 14193
32 90 23105
32 91 9412
32 92 15765
32 93 5767
32 94 15407
32 95 10677
32 96 13784
32 97 704
32 98 14790
32 99 9834
32 100 10891
33 34 621
33 35 18085
33 36 27734
33 37 25190
33 38 20542
33 39 17998
33 40 22086
33 41 32018
33 42 15621
33 43 30424
33 44 22597
33 45 21376
33 46 24254
33 47 29669
33 48 18108
33 49 12927
33 50 12493
33 51 26068
33 52 6366
33 53 9102
33 54 2438
33 55 12600
33 56 10819
33 57 14318
33 58 2290
33 59 14984
33 60 16339
33 61 2556
33 62 25808
33 63 4632
33 64 21478
33 65 26814
33 66 13787
33 67 7239
33 68 28074
33 69 25020
33 70 10827
33 71 2554
33 72 1988
33 73 7441
33 74 16798
33 75 13642
33 76 19002
33 77 16321
33 78 30104
33 79 13946
33 80 7056
33 81 18509
33 82 29833
33 83 17708
33 84 19761
33 85 6533
33 86 20686
33 87 14804
33 88 26385
33 89 10142
33 90 18842
33 91 17260
33 92 22161
33 93 31620
33 94 4343
33 95 9578
33 96 1187
33 97 113
33 98 13063
33 99 4591
33 100 5934
34 35 20415
34 36 656
34 37 29761
34 38 25012
34 39 28411
34 40 11959
34 41 16251
34 42 18738
34 43 13370
34 44 26124
34 45 5507
34 46 8007
34 47 17584
34 48 10951
34 49 23101
34 50 14489
34 51 24958
34 52 15441
34 53 1790
34 54 17013
34 55 30412
34 56 14855
34 57 21060
34 58 7093
34 59 8472
34 60 25402
34 61 32676
34 62 13543
34 63 7373
34 64 6266
34 65 27651
34 66 15275
34 67 21528
34 68 532
34 69 10761
34 70 5469
34 71 32503
34 72 32729
34 73 17107
34 74 27892
34 75 2451
34 76 17953
34 77 28392
34 78 22570
34 79 13519
34 80 19472
34 81 23407
34 82 22494
34 83 9505
34 84 28440
34 85 20383
34 86 14262
34 87 21409
34 88 28607
34 89 18038
34 90 4360
34 91 5471
34 92 11171
34 93 20654
34 94 29947
34 95 11514
34 96 14523
34 97 21229
34 98 489
34 99 6766
34 100 17887
35 36 29756
35 37 26632
35 38 7470
35 39 25739
35 40 20666
35 41 8522
35 42 7283
35 43 8160
35 44 17553
35 45 24705
35 46 27091
35 47 1259
35 48 25386
35 49 31687
35 50 4629
35 51 42
35 52 28317
35 53 22045
35 54 12356
35 55 13388
35 56 25452
35 57 3154
35 58 30466
35 59 11833
35 60 27760
35 61 26919
35 62 25631
35 63 6738
35 64 21267
35 65 25776
35 66 21098
35 67 24314
35 68 16320
35 69 13053
35 70 24007
35 71 16469
35 72 24216
35 73 9722
35 74 19842
35 75 29007
35 76 15463
35 77 26260
35 78 30947
35 79 13793
35 80 28630
35 81 18717
35 82 23043
35 83 31376
35 84 25314
35 85 16626
35 86 17117
35 87 1334
35 88 20620
35 89 14171
35 90 26792
35 91 8964
35 92 19154
35 93 18866
35 94 14693
35 95 30664
35 96 23775
35 97 13000
35 98 12212
35 99 21100
35 100 7551
36 37 25476
36 38 6379
36 39 10943
36 40 17877
36 41 3789
36 42 361
36 43 11385
36 44 8272
36 45 11434
36 46 15144
36 47 29561
36 48 25563
36 49 14504
36 50 12946
36 51 23888
36 52 20308
36 53 12157
36 54 1430
36 55 5123
36 56 6464
36 57 4074
36 58 4346
36 59 13837
36 60 1981
36 61 25318
36 62 26611
36 63 16292
36 64 17591
36 65 3832
36 66 27123
36 67 6461
36 68 16991
36 69 31461
36 70 27330
36 71 28498
36 72 17369
36 73 17291
36 74 8400
36 75 14179
36 76 24117
36 77 2317
36 78 19914
36 79 1595
36 80 1441
36 81 5936
36 82 21867
36 83 7028
36 84 31453
36 85 27909
36 86 13973
36 87 17981
36 88 11503
36 89 26569
36 90 6816
36 91 1883
36 92 25367
36 93 5385
36 94 28402
36 95 5230
36 96 17157
36 97 28681
36 98 15567
36 99 8310
36 100 1866
37 38 3687
37 39 13171
37 40 3477
37 41 31245
37 42 32764
37 43 6238
37 44 27671
37 45 2047
37 46 26115
37 47 4592
37 48 27311
37 49 32657
37 50 1405
37 51 53
37 52 7171
37 53 20580
37 54 22740
37 55 22530
37 56 13675
37 57 24320
37 58 25790
37 59 13377
37 60 10998
37 61 16586
37 62 21604
37 63 4489
37 64 19631
37 65 29744
37 66 8388
37 67 26610
37 68 18718
37 69 26919
37 70 18259
37 71 5927
37 72 14609
37 73 28119
37 74 21479
37 75 22716
37 76 6300
37 77 21396
37 78 16853
37 79 11458
37 80 20830
37 81 24593
37 82 30806
37 83 29849
37 84 14854
37 85 24272
37 86 26160
37 87 12294
37 88 12054
37 89 26333
37 90 146
37 91 4229
37 92 10471
37 93 10428
37 94 10559
37 95 22241
37 96 29421
37 97 22688
37 98 16366
37 99 12033
37 100 26685
38 39 2270
38 40 25329
38 41 32261
38 42 22860
38 43 2208
38 44 8982
38 45 22162
38 46 32506
38 47 6878
38 48 11979
38 49 1897
38 50 7887
38 51 6538
38 52 14469
38 53 30783
38 54 17540
38 55 22795
38 56 7266
38 57 18633
38 58 13509
38 59 24557
38 60 2317
38 61 26134
38 62 32053
38 63 18135
38 64 12258
38 65 2593
38 66 17843
38 67 21693
38 68 16466
38 69 22951
38 70 18140
38 71 11094
38 72 12937
38 73 5174
38 74 2512
38 75 6097
38 76 9551
38 77 2695
38 78 21817
38 79 23492
38 80 21292
38 81 20237
38 82 27530
38 83 613
38 84 25296
38 85 21710
38 86 32389
38 87 5628
38 88 5809
38 89 28786
38 90 31744
38 91 18840
38 92 8182
38 93 28569
38 94 6120
38 95 27393
38 96 6292
38 97 14962
38 98 14214
38 99 12527
38 100 26807
39 40 13194
39 41 8705
39 42 14713
39 43 7011
39 44 18913
39 45 6693
39 46 19664
39 47 26203
39 48 28995
39 49 17762
39 50 14381
39 51 26946
39 52 29909
39 53 1048
39 54 21768
39 55 26624
39 56 22511
39 57 7954
39 58 4235
39 59 1127
39 60 14633
39 61 28240
39 62 1862
39 63 15127
39 64 27577
39 65 23817
39 66 2340
39 67 10142
39 68 15100
39 69 28400
39 70 6558
39 71 21476
39 72 3154
39 73 10935
39 74 16430
39 75 5831
39 76 21295
39 77 3537
39 78 15623
39 79 17922
39 80 2927
39 81 28029
39 82 30211
39 83 16211
39 84 11754
39 85 26880
39 86 12253
39 87 3293
39 88 21321
39 89 20785
39 90 26528
39 91 10443
39 92 31000
39 93 10555
39 94 24671
39 95 9270
39 96 7452
39 97 9375
39 98 14631
39 99 13640
39 100 8934
40 41 18040
40 42 7986
40 43 28834
40 44 14248
40 45 1539
40 46 28765
40 47 12796
40 48 10312
40 49 7262
40 50 25052
40 51 30731
40 52 23987
40 53 24464
40 54 32557
40 55 14248
40 56 29556
40 57 20170
40 58 5450
40 59 27182
40 60 7301
40 61 13293
40 62 24099
40 63 23332
40 64 19044
40 65 32331
40 66 75
40 67 31004
40 68 19050
40 69 15026
40 70 14066
40 71 11738
40 72 19801
40 73 19623
40 74 13843
40 75 441
40 76 3380
40 77 19695
40 78 7918
40 79 3659
40 80 1363
40 81 12628
40 82 6329
40 83 1088
40 84 28854
40 85 8613
40 86 24979
40 87 18569
40 88 666
40 89 7679
40 90 27577
40 91 27837
40 92 3402
40 93 23115
40 94 23292
40 95 1723
40 96 2872
40 97 29448
40 98 30323
40 99 11153
40 100 15948
41 42 24395
41 43 25197
41 44 4508
41 45 22908
41 46 17411
41 47 13993
41 48 7665
41 49 26781
41 50 3202
41 51 17610
41 52 24828
41 53 27256
41 54 27705
41 55 8965
41 56 18023
41 57 20769
41 58 11715
41 59 20253
41 60 31805
41 61 23684
41 62 29478
41 63 32145
41 64 21840
41 65 833
41 66 19285
41 67 26900
41 68 10968
41 69 23994
41 70 16633
41 71 13885
41 72 348
41 73 18281
41 74 18032
41 75 16256
41 76 29910
41 77 10872
41 78 8982
41 79 23901
41 80 12306
41 81 10635
41 82 17860
41 83 32471
41 84 29527
41 85 7137
41 86 8343
41 87 9768
41 88 28233
41 89 3995
41 90 29171
41 91 7603
41 92 28942
41 93 18011
41 94 7879
41 95 31034
41 96 14512
41 97 24593
41 98 530
41 99 14161
41 100 23234
42 43 10258
42 44 21926
42 45 5906
42 46 5191
42 47 14443
42 48 6188
42 49 30227
42 50 32719
42 51 26484
42 52 5224
42 53 19093
42 54 30435
42 55 13224
42 56 28094
42 57 3582
42 58 8867
42 59 8627
42 60 22005
42 61 11146
42 62 32686
42 63 16589
42 64 20540
42 65 18237
42 66 22850
42 67 18759
42 68 9578
42 69 28956
42 70 32677
42 71 2403
42 72 28042
42 73 6300
42 74 15811
42 75 5225
42 76 21143
42 77 21595
42 78 21016
42 79 26615
42 80 28804
42 81 21006
42 82 28368
42 83 31641
42 84 30335
42 85 698
42 86 1325
42 87 28313
42 88 28023
42 89 22312
42 90 24618
42 91 18457
42 92 18396
42 93 8339
42 94 21086
42 95 32094
42 96 7846
42 97 27043
42 98 31522
42 99 12911
42 100 16280
43 44 23455
43 45 26358
43 46 26847
43 47 28870
43 48 990
43 49 3873
43 50 4327
43 51 3413
43 52 3454
43 53 31896
43 54 12472
43 55 24450
43 56 17241
43 57 4641
43 58 5646
43 59 23525
43 60 28213
43 61 16824
43 62 17929
43 63 8695
43 64 25403
43 65 12594
43 66 7993
43 67 26067
43 68 22187
43 69 4640
43 70 25079
43 71 10041
43 72 18125
43 73 12534
43 74 4860
43 75 23000
43 76 4907
43 77 32621
43 78 27692
43 79 25293
43 80 5117
43 81 7717
43 82 20403
43 83 3943
43 84 17893
43 85 10639
43 86 29011
43 87 26925
43 88 24028
43 89 19978
43 90 10748
43 91 2850
43 92 22892
43 93 26444
43 94 10654
43 95 23623
43 96 24353
43 97 12036
43 98 31547
43 99 21346
43 100 826
44 45 16061
44 46 3904
44 47 10238
44 48 17571
44 49 26886
44 50 16405
44 51 5299
44 52 22056
44 53 11728
44 54 1267
44 55 3751
44 56 2019
44 57 19991
44 58 18166
44 59 5717
44 60 25846
44 61 17093
44 62 3187
44 63 1421
44 64 22912
44 65 6867
44 66 28299
44 67 32444
44 68 29897
44 69 1201
44 70 3328
44 71 24942
44 72 7104
44 73 1768
44 74 29768
44 75 26641
44 76 16296
44 77 11262
44 78 10720
44 79 21244
44 80 27918
44 81 9625
44 82 21219
44 83 17584
44 84 18174
44 85 10984
44 86 10459
44 87 13149
44 88 17014
44 89 5695
44 90 12503
44 91 5032
44 92 13851
44 93 1537
44 94 26814
44 95 8363
44 96 4651
44 97 1219
44 98 24290
44 99 25917
44 100 21683
45 46 31918
45 47 26584
45 48 27252
45 49 3586
45 50 31269
45 51 26248
45 52 12137
45 53 2397
45 54 424
45 55 23168
45 56 20027
45 57 28148
45 58 31993
45 59 10382
45 60 29271
45 61 27669
45 62 893
45 63 20877
45 64 1014
45 65 19104
45 66 484
45 67 2943
45 68 11495
45 69 26811
45 70 1293
45 71 28892
45 72 6798
45 73 1990
45 74 11299
45 75 14890
45 76 8493
45 77 29074
45 78 1549
45 79 13774
45 80 9314
45 81 20173
45 82 24069
45 83 29218
45 84 26865
45 85 16833
45 86 15238
45 87 19911
45 88 13252
45 89 6463
45 90 6508
45 91 25149
45 92 23088
45 93 12245
45 94 6231
45 95 31920
45 96 10106
45 97 19271
45 98 12368
45 99 6421
45 100 15258
46 47 4157
46 48 9647
46 49 4982
46 50 18238
46 51 24122
46 52 17723
46 53 906
46 54 18706
46 55 10189
46 56 11156
46 57 30345
46 58 12351
46 59 6923
46 60 7118
46 61 31550
46 62 2097
46 63 11836
46 64 10591
46 65 13406
46 66 4510
46 67 25813
46 68 14651
46 69 25880
46 70 27844
46 71 24743
46 72 7741
46 73 11245
46 74 14578
46 75 4949
46 76 21705
46 77 24514
46 78 19785
46 79 9227
46 80 8624
46 81 17204
46 82 28356
46 83 23917
46 84 6227
46 85 555
46 86 10102
46 87 14286
46 88 19468
46 89 11698
46 90 8979
46 91 21411
46 92 12489
46 93 10758
46 94 13490
46 95 30775
46 96 28410
46 97 17132
46 98 27089
46 99 27296
46 100 11950
47 48 23112
47 49 20122
47 50 12529
47 51 7672
47 52 25836
47 53 18277
47 54 5553
47 55 13976
47 56 10670
47 57 9085
47 58 32652
47 59 1751
47 60 30397
47 61 19751
47 62 29001
47 63 435
47 64 16693
47 65 15072
47 66 17916
47 67 6716
47 68 25328
47 69 1511
47 70 32125
47 71 11838
47 72 27296
47 73 18939
47 74 11544
47 75 1056
47 76 12826
47 77 12902
47 78 26758
47 79 24588
47 80 12021
47 81 22586
47 82 14108
47 83 29777
47 84 12628
47 85 21979
47 86 26947
47 87 12549
47 88 1280
47 89 13245
47 90 25128
47 91 14062
47 92 10426
47 93 4719
47 94 10677
47 95 29091
47 96 4047
47 97 13785
47 98 23231
47 99 7406
47 100 8684
48 49 21954
48 50 16769
48 51 14709
48 52 27956
48 53 22421
48 54 15945
48 55 13465
48 56 16016
48 57 21860
48 58 16497
48 59 18335
48 60 5190
48 61 5677
48 62 28049
48 63 21005
48 64 7886
48 65 23388
48 66 18675
48 67 13143
48 68 17377
48 69 10130
48 70 28487
48 71 26555
48 72 22482
48 73 25253
48 74 15000
48 75 27754
48 76 289
48 77 32488
48 78 25215
48 79 12008
48 80 31310
48 81 940
48 82 27799
48 83 2997
48 84 9707
48 85 8454
48 86 304
48 87 8237
48 88 10485
48 89 12499
48 90 30792
48 91 29613
48 92 32612
48 93 18682
48 94 12983
48 95 15351
48 96 16129
48 97 17137
48 98 5033
48 99 16600
48 100 31864
49 50 23683
49 51 11857
49 52 8968
49 53 1710
49 54 21968
49 55 31708
49 56 2641
49 57 27732
49 58 12437
49 59 11684
49 60 32499
49 61 32701
49 62 29869
49 63 28583
49 64 29256
49 65 19692
49 66 7640
49 67 12087
49 68 15012
49 69 13810
49 70 5820
49 71 14835
49 72 1663
49 73 10615
49 74 25897
49 75 18677
49 76 2774
49 77 10134
49 78 27553
49 79 19533
49 80 28878
49 81 2286
49 82 25624
49 83 2734
49 84 18075
49 85 15349
49 86 30712
49 87 26984
49 88 30624
49 89 27792
49 90 6504
49 91 28822
49 92 4055
49 93 18913
49 94 462
49 95 24473
49 96 20084
49 97 24160
49 98 31122
49 99 26053
49 100 19397
50 51 11822
50 52 19750
50 53 21337
50 54 13917
50 55 4006
50 56 4931
50 57 22197
50 58 27505
50 59 29236
50 60 10357
50 61 6599
50 62 28290
50 63 1898
50 64 985
50 65 21447
50 66 1084
50 67 592
50 68 18725
50 69 8996
50 70 29855
50 71 24828
50 72 15338
50 73 17342
50 74 14428
50 75 29795
50 76 30742
50 77 30037
50 78 5506
50 79 6767
50 80 5053
50 81 9793
50 82 28505
50 83 24146
50 84 3609
50 85 13924
50 86 19854
50 87 29465
50 88 12239
50 89 26206
50 90 24209
50 91 15492
50 92 16499
50 93 18175
50 94 31036
50 95 23061
50 96 13647
50 97 15618
50 98 25013
50 99 26727
50 100 15712
51 52 27896
51 53 21909
51 54 27841
51 55 20130
51 56 9090
51 57 9034
51 58 7915
51 59 6286
51 60 3523
51 61 20666
51 62 1344
51 63 32736
51 64 22037
51 65 5416
51 66 5893
51 67 1949
51 68 30971
51 69 10844
51 70 22777
51 71 19285
51 72 26200
51 73 14590
51 74 10285
51 75 28325
51 76 17118
51 77 25668
51 78 10006
51 79 9729
51 80 24008
51 81 14541
51 82 225
51 83 15536
51 84 11980
51 85 716
51 86 30470
51 87 15384
51 88 28747
51 89 20328
51 90 27936
51 91 6204
51 92 10700
51 93 7523
51 94 26364
51 95 1411
51 96 16040
51 97 250
51 98 11504
51 99 23483
51 100 21766
52 53 16141
52 54 2670
52 55 10845
52 56 10506
52 57 9088
52 58 23256
52 59 25107
52 60 8266
52 61 5857
52 62 22678
52 63 14199
52 64 12674
52 65 14155
52 66 25191
52 67 8990
52 68 29832
52 69 30858
52 70 10996
52 71 8917
52 72 28290
52 73 3967
52 74 1707
52 75 8234
52 76 28246
52 77 11462
52 78 19402
52 79 8239
52 80 3426
52 81 19095
52 82 30906
52 83 8314
52 84 10350
52 85 4586
52 86 5279
52 87 17776
52 88 25822
52 89 6879
52 90 32301
52 91 15812
52 92 5676
52 93 3164
52 94 7357
52 95 32570
52 96 6038
52 97 24312
52 98 10144
52 99 16561
52 100 28180
53 54 18200
53 55 30643
53 56 21856
53 57 18061
53 58 2647
53 59 5939
53 60 19808
53 61 9290
53 62 17452
53 63 979
53 64 32618
53 65 21419
53 66 24007
53 67 22284
53 68 24547
53 69 29977
53 70 15675
53 71 18613
53 72 18709
53 73 13371
53 74 28642
53 75 16339
53 76 6336
53 77 32621
53 78 21501
53 79 26034
53 80 18129
53 81 21358
53 82 1436
53 83 28469
53 84 22897
53 85 28504
53 86 4798
53 87 4202
53 88 23105
53 89 1238
53 90 15032
53 91 20065
53 92 12516
53 93 14481
53 94 15579
53 95 9023
53 96 1727
53 97 1771
53 98 31313
53 99 10382
53 100 6140
54 55 24816
54 56 28488
54 57 15319
54 58 5589
54 59 5513
54 60 18259
54 61 20851
54 62 32271
54 63 23283
54 64 4364
54 65 27038
54 66 3012
54 67 3184
54 68 21759
54 69 23501
54 70 9574
54 71 28733
54 72 5059
54 73 27714
54 74 27649
54 75 6595
54 76 28522
54 77 24541
54 78 20416
54 79 15377
54 80 1052
54 81 565
54 82 19891
54 83 138
54 84 13310
54 85 20967
54 86 15055
54 87 13787
54 88 27224
54 89 18222
54 90 16439
54 91 27441
54 92 6648
54 93 26804
54 94 27834
54 95 19368
54 96 31441
54 97 8872
54 98 32668
54 99 19974
54 100 19176
55 56 5137
55 57 20633
55 58 3241
55 59 5745
55 60 18018
55 61 31015
55 62 22974
55 63 19252
55 64 846
55 65 8956
55 66 25524
55 67 6966
55 68 15581
55 69 8144
55 70 32240
55 71 29334
55 72 15296
55 73 11876
55 74 25027
55 75 1205
55 76 2018
55 77 4291
55 78 31641
55 79 13465
55 80 16191
55 81 22471
55 82 6259
55 83 23700
55 84 20217
55 85 2016
55 86 1943
55 87 14624
55 88 17064
55 89 31505
55 90 1157
55 91 31502
55 92 7666
55 93 9275
55 94 32046
55 95 17632
55 96 29789
55 97 6046
55 98 2145
55 99 6003
55 100 13152
56 57 31901
56 58 8326
56 59 29153
56 60 21184
56 61 19649
56 62 30350
56 63 10405
56 64 24346
56 65 1025
56 66 28970
56 67 14336
56 68 4795
56 69 9793
56 70 11323
56 71 5532
56 72 28856
56 73 15896
56 74 3210
56 75 17776
56 76 5692
56 77 14550
56 78 15290
56 79 13795
56 80 13852
56 81 17350
56 82 8315
56 83 10036
56 84 29361
56 85 3760
56 86 9984
56 87 8729
56 88 2534
56 89 6050
56 90 28082
56 91 16806
56 92 1936
56 93 25584
56 94 10790
56 95 21617
56 96 29182
56 97 19066
56 98 23116
56 99 6388
56 100 9425
57 58 13101
57 59 5610
57 60 6450
57 61 19982
57 62 28621
57 63 5193
57 64 27038
57 65 16754
57 66 4593
57 67 14895
